Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Industry,MarketCap,Revenue,Year,CompanyID,ESG_Overall,GrowthRate
2019-02-07 00:00:00-05:00,40.9808290239489,41.34690111854977,40.491151467526414,40.6337776184082,126966800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,64.15684182428863,
2019-02-08 00:00:00-05:00,40.342530021324166,40.741204197762116,40.206453704132734,40.681522369384766,95280000,0.1825,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,42.53268460879117,
2019-02-11 00:00:00-05:00,40.83430385989045,40.87250110070133,40.40459400749151,40.44756317138672,83973600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,53.02431501999751,
2019-02-12 00:00:00-05:00,40.607507687070644,40.82236076031254,40.51201459909403,40.79610061645508,89134000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,72.10578356878487,
2019-02-13 00:00:00-05:00,40.91546759362625,41.17567944962109,40.56453820729998,40.62660598754883,89960800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,61.659061882167954,
2019-02-14 00:00:00-05:00,40.514415776518796,40.88444021472851,40.4356353224416,40.774627685546875,87342800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,41.985393603390186,
2019-02-15 00:00:00-05:00,40.882046820585664,40.989473368364685,40.52395589952944,40.683902740478516,98507200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,59.42806404575146,
2019-02-19 00:00:00-05:00,40.51441626019325,40.92741351587097,40.46189595684812,40.805660247802734,75891200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,52.645262751475514,
2019-02-20 00:00:00-05:00,40.86771873193722,41.37620894285492,40.819974010216065,41.0682487487793,104457600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,42.67917326365477,
2019-02-21 00:00:00-05:00,41.01335232972067,41.149425001369984,40.65526136696296,40.836692810058594,68998800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,45.19784307346336,
2019-02-22 00:00:00-05:00,40.960828971190395,41.29982128682659,40.913084241593204,41.292659759521484,75652800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,75.16423655348228,
2019-02-25 00:00:00-05:00,41.5767434384209,41.984965042203186,41.52660910746543,41.59345245361328,87493600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,41.98520880357927,
2019-02-26 00:00:00-05:00,41.46930748718911,41.84888289730409,41.34039274693491,41.61731719970703,68280800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,63.512669059500205,
2019-02-27 00:00:00-05:00,41.34996174511865,41.77728205593581,41.235370005885635,41.746246337890625,111341600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,50.57338524139091,
2019-02-28 00:00:00-05:00,41.614938801907854,41.75578701475242,41.280718443538696,41.33562469482422,112861600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,48.90450180267799,
2019-03-01 00:00:00-05:00,41.60539248308564,41.813084063086116,41.273561690323184,41.77011489868164,103544800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,56.99634013214566,
2019-03-04 00:00:00-05:00,41.941996852345,42.43377447154785,41.53138563496045,41.980194091796875,109744800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,57.30154668776066,
2019-03-05 00:00:00-05:00,42.001676203991536,42.01599925727172,41.667455842468,41.9037971496582,78949600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,55.55502730133549,
2019-03-06 00:00:00-05:00,41.69849302875482,41.89425114434941,41.52422313653002,41.66268539428711,83241600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,64.12671105379258,
2019-03-07 00:00:00-05:00,41.5075094498127,41.64358574279544,41.065866184004825,41.18045425415039,99185600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,42.46933018647565,
2019-03-08 00:00:00-05:00,40.660025264551045,41.3165251745391,40.46426717926408,41.27832794189453,95997600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,44.59485870179317,
2019-03-11 00:00:00-04:00,41.89426313863625,42.760840925057714,41.8608414560014,42.70832061767578,128044000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,79.89696654453982,
2019-03-12 00:00:00-04:00,42.97092100466611,43.60832256244585,42.82052161548895,43.18816375732422,129870400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,53.68924954584298,
2019-03-13 00:00:00-04:00,43.508042432674614,43.758706780166065,43.19053474487729,43.37913131713867,124130000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,76.26881320980681,
2019-03-14 00:00:00-04:00,43.90194183982453,43.94969020617458,43.582048184337154,43.861358642578125,94318000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,67.01140969475655,
2019-03-15 00:00:00-04:00,44.12874565980989,44.720788381391955,43.86375819430227,44.43192672729492,156171600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,69.04632886671003,
2019-03-18 00:00:00-04:00,44.355534575545406,44.97383742930715,44.353144971142925,44.8855094909668,104879200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,67.18609777969237,
2019-03-19 00:00:00-04:00,44.964285824526804,45.11707114202692,44.38417662471166,44.52980041503906,126585600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,77.67585464399521,
2019-03-20 00:00:00-04:00,44.45818069072299,45.2364339610808,44.10008976785335,44.91892623901367,124140800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,52.285573308290125,
2019-03-21 00:00:00-04:00,45.362961547719905,46.8693301940771,45.31282721306185,46.573307037353516,204136800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,72.41181503474945,
2019-03-22 00:00:00-04:00,46.63298312227623,47.19399365272044,45.54438737550608,45.60884475708008,169630800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,60.52657043194665,
2019-03-25 00:00:00-04:00,45.718664121662755,45.83086624459337,44.54651584172195,45.05739212036133,175381200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,76.26207018056729,
2019-03-26 00:00:00-04:00,45.75447765967055,46.04572527279197,44.064287847400074,44.59187316894531,199202000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,46.679918689728034,
2019-03-27 00:00:00-04:00,45.05977089349775,45.30088411777176,44.53457164340934,44.99292755126953,119393600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,72.96752672691065,
2019-03-28 00:00:00-04:00,45.107518558807506,45.25314234444775,44.768526260349205,45.0526123046875,83121600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,77.57199780238687,
2019-03-29 00:00:00-04:00,45.317602517178074,45.377284340493745,45.00964226896314,45.346248626708984,94256000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,62.46622535355259,
2019-04-01 00:00:00-04:00,45.74969477506426,45.759242263268476,44.97144517095689,45.654205322265625,111448000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,76.73537983243472,
2019-04-02 00:00:00-04:00,45.61840573488142,46.42291933375251,45.608858244230724,46.31787872314453,91062800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,50.650699127141564,
2019-04-03 00:00:00-04:00,46.13405854856153,46.90992240513501,46.11018435743706,46.6353874206543,93087200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,74.66193963356389,
2019-04-04 00:00:00-04:00,46.50168455596151,46.87887408970527,46.107786007072136,46.7165412902832,76457200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,71.71266537967404,
2019-04-05 00:00:00-04:00,46.89797325476208,47.053148171804175,46.773834049666235,47.029273986816406,74106400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,54.85257558222187,
2019-04-08 00:00:00-04:00,46.890818296018026,47.80036877404332,46.87171967389042,47.76933670043945,103526800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,77.37001297900707,
2019-04-09 00:00:00-04:00,47.821849115932814,48.425828825713914,47.561633619701,47.62609100341797,143072800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,46.984081900138996,
2019-04-10 00:00:00-04:00,47.430327876195825,47.92210906685189,47.31096425221585,47.89345932006836,86781200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,52.238802789651906,
2019-04-11 00:00:00-04:00,47.948384670620705,47.98419231228525,47.373050943277576,47.49480056762695,83603200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,53.1708542957727,
2019-04-12 00:00:00-04:00,47.55448083017114,47.778885091039584,46.840688483477834,47.47570037841797,111042800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,52.22462494388435,
2019-04-15 00:00:00-04:00,47.40646659401936,47.70965127808389,47.27039028762013,47.56163787841797,70146400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,44.383597291292716,
2019-04-16 00:00:00-04:00,47.61655203321536,48.07251843814989,47.40169526328692,47.5664176940918,102785600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,62.73381452787228,
2019-04-17 00:00:00-04:00,47.63563829093036,48.55235378460139,47.413623676280125,48.492671966552734,115627200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,63.80932695657643,
2019-04-18 00:00:00-04:00,48.49027930010313,48.73616808351934,48.34704513144578,48.66693878173828,96783200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,51.17400726077837,
2019-04-22 00:00:00-04:00,48.42106474997594,48.92477956166057,48.30408704698256,48.826900482177734,77758000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,62.290206836927155,
2019-04-23 00:00:00-04:00,48.80302789469298,49.59560440430232,48.67650269713452,49.53114700317383,93292000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,71.68325765180688,
2019-04-24 00:00:00-04:00,49.502475702256305,49.76984901876879,49.42847084805648,49.45473098754883,70162400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,57.81402732679348,
2019-04-25 00:00:00-04:00,49.375955993892276,49.59797058088399,48.96773080651286,49.00592803955078,74172800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,40.610321508434694,
2019-04-26 00:00:00-04:00,48.915225934728035,48.93910012357154,48.25156428300405,48.77199172973633,74596400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,56.288469740018506,
2019-04-29 00:00:00-04:00,48.795858706164374,49.17066231598747,48.66694756683353,48.84599304199219,88818800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,53.315208262655226,
2019-04-30 00:00:00-04:00,48.475976634756286,48.55714306206668,47.53300430109862,47.905418395996094,186139600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,75.23663701092107,
2019-05-01 00:00:00-04:00,50.10408875249977,51.400376291203976,49.94891381611676,50.256874084472656,259309200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,78.08373141465438,
2019-05-02 00:00:00-04:00,50.09453963227768,50.76536281433166,49.68631795761022,49.92981719970703,127985200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,48.75800211526674,
2019-05-03 00:00:00-04:00,50.34520096477196,50.57199117489854,50.1876400699806,50.550506591796875,83569600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,66.84245305405187,
2019-05-06 00:00:00-04:00,48.76959896429785,49.85580891786009,48.581005998340764,49.769866943359375,129772400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,58.098274617759266,
2019-05-07 00:00:00-04:00,49.149180158416655,49.51681861609969,47.943606504322965,48.42822265625,155054800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,64.6405436172135,
2019-05-08 00:00:00-04:00,48.199024548594714,49.02024677312621,48.16321692245632,48.43775177001953,105358000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,74.59035718757887,
2019-05-09 00:00:00-04:00,47.84094865644529,48.146519303878975,46.948110900817596,47.91734313964844,139634400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,79.69677771522473,
2019-05-10 00:00:00-04:00,47.311037473459045,47.653734057428736,46.19668210151915,47.25352096557617,164834800,0.1925,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,62.770303466234225,
2019-05-13 00:00:00-04:00,44.98407744370745,45.40824941119822,43.819394496538976,44.507179260253906,229722400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,74.1190218685145,
2019-05-14 00:00:00-04:00,44.67251853853168,45.46095415453445,44.432871965596114,45.21172332763672,146118800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,76.51587196698574,
2019-05-15 00:00:00-04:00,44.63898240319493,45.95224501789583,44.57907074085087,45.75333786010742,106178800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,60.85653618667922,
2019-05-16 00:00:00-04:00,45.51129298187126,46.12478777769744,45.25486932916094,45.552032470703125,132125600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,66.33731779421251,
2019-05-17 00:00:00-04:00,44.79714261326525,45.748540023134815,44.75640312513268,45.293212890625,131516400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,47.39567452719869,
2019-05-20 00:00:00-04:00,43.979953493197925,44.17886064816322,43.203497043820846,43.87690353393555,154449200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,55.513565319031386,
2019-05-21 00:00:00-04:00,44.38735740248691,45.053574865945905,44.26274010770005,44.71807098388672,113459200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,50.52242728894966,
2019-05-22 00:00:00-04:00,44.25315300927631,44.50478273302888,43.74749841159521,43.802616119384766,118994400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,65.27954963441502,
2019-05-23 00:00:00-04:00,43.08847058296319,43.26580677264261,42.611572408898915,43.0549201965332,146118800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,56.924858800915366,
2019-05-24 00:00:00-04:00,43.184332733174735,43.64924789605857,42.80569052481283,42.88956832885742,94858800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,64.79388983519867,
2019-05-28 00:00:00-04:00,42.877568344534325,43.27777771943375,42.635526599968856,42.71221160888672,111792800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,71.4347687698109,
2019-05-29 00:00:00-04:00,42.27846723919467,42.98063391960515,42.177816071466665,42.50852966308594,113924800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,56.631738881223995,
2019-05-30 00:00:00-04:00,42.64511468367893,42.9518620603252,42.33836730703267,42.7289924621582,84873600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,61.39310082190811,
2019-05-31 00:00:00-04:00,42.23292045101401,42.65470081886675,41.93576099917269,41.954933166503906,108174400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,59.6461822900598,
2019-06-03 00:00:00-04:00,42.08194583387988,42.637924063031484,40.80462897423978,41.530757904052734,161584400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,46.42542743814137,
2019-06-04 00:00:00-04:00,42.04360244755758,43.095650934304736,41.82312800199585,43.05011749267578,123872000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,50.56500249523284,
2019-06-05 00:00:00-04:00,44.162084603643216,44.332235335001265,43.40959426492165,43.74509811401367,119093600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,68.27092774687833,
2019-06-06 00:00:00-04:00,43.87450077319446,44.4472560114527,43.651627529605385,44.38734436035156,90105200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,40.89028400591345,
2019-06-07 00:00:00-04:00,44.696495840463484,45.992985108074826,44.51915965791637,45.568809509277344,122737600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,56.71316397745751,
2019-06-10 00:00:00-04:00,45.9666284144444,46.819769997339314,45.92109496085426,46.15115737915039,104883600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,52.49384509368565,
2019-06-11 00:00:00-04:00,46.69754519733289,46.970742225231355,46.39559174230331,46.68556213378906,107731600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,45.43018403503183,
2019-06-12 00:00:00-04:00,46.47945935767915,46.96354653458816,46.345257840924276,46.5369758605957,73012800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,61.312721508358266,
2019-06-13 00:00:00-04:00,46.659195897906244,47.16005645303748,46.39558681154533,46.52738952636719,86698400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,64.81432689376948,
2019-06-14 00:00:00-04:00,45.9043112065248,46.39318870678023,45.60475292882197,46.189491271972656,75046000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,67.16230473100937,
2019-06-17 00:00:00-04:00,46.22782880502471,46.72150388470995,46.05288780663783,46.46508026123047,58676400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,71.25802861738609,
2019-06-18 00:00:00-04:00,46.98272609412711,47.998825541831906,46.78142378732344,47.55787658691406,106204000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,66.54895109972381,
2019-06-19 00:00:00-04:00,47.85263645530765,47.90056870581225,47.284675122657916,47.41887664794922,84496800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,61.15296437522453,
2019-06-20 00:00:00-04:00,48.0179947858048,48.07551129426495,47.457222541008775,47.79991912841797,86056000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,77.97214815623148,
2019-06-21 00:00:00-04:00,47.64175303263574,48.133029378756156,47.48598052172473,47.636959075927734,191202400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,41.67108924878235,
2019-06-24 00:00:00-04:00,47.57944711984593,47.967677202569334,47.49077902420712,47.58903503417969,72881600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,42.52816037924322,
2019-06-25 00:00:00-04:00,47.55308073051549,47.751987879310825,46.80059043176467,46.86769485473633,84281200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,77.72725559120065,
2019-06-26 00:00:00-04:00,47.394914882557444,48.16657732114802,47.29426373709572,47.88139724731445,104270000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,55.663284547984574,
2019-06-27 00:00:00-04:00,47.99881855051386,48.3055695796001,47.82627635318371,47.86701583862305,83598800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,67.15574025905978,
2019-06-28 00:00:00-04:00,47.61299638561164,47.809508400930234,47.22237481857817,47.43086624145508,124442400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,73.00583726776622,
2019-07-01 00:00:00-04:00,48.689011483830775,49.00534683032315,48.08510087662033,48.300785064697266,109012000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,51.55846176905166,
2019-07-02 00:00:00-04:00,48.2672254992904,48.679417968727066,48.25524243722315,48.58355712890625,67740800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,66.1947868698128,
2019-07-03 00:00:00-04:00,48.71536225541835,48.99335319873109,48.57397163409649,48.98616409301758,45448000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,67.57510935440718,
2019-07-05 00:00:00-04:00,48.73214855676673,49.146736244332814,48.6243046370855,48.94303512573242,69062000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,48.817776053283154,
2019-07-08 00:00:00-04:00,48.123439407842795,48.26483004258469,47.54828895586912,47.934120178222656,101354400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,42.046944726749864,
2019-07-09 00:00:00-04:00,47.737616390891624,48.29119961883061,47.6441543349632,48.226497650146484,82312000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,43.098027159404644,
2019-07-10 00:00:00-04:00,48.37267831988703,48.82321154048537,48.303178742828166,48.70338821411133,71588400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,52.99103257149545,
2019-07-11 00:00:00-04:00,48.72255343160577,48.98137221844201,48.33912103596176,48.34870529174805,80767200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,58.72558504732689,
2019-07-12 00:00:00-04:00,48.51645273884521,48.88790569483068,48.45654108970938,48.72015380859375,70380800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,76.48806590689956,
2019-07-15 00:00:00-04:00,48.90948783623042,49.3360586148412,48.88792051361614,49.177894592285156,67789600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,61.821545419516305,
